id,object,result_position,annonce_id,agency_id,agency_page,agency_contact_name,agency_img_url,agency_phone_number,agency_has_email,agency_link,address,area,bedrooms_count,business_unit,coownership_annual_charges,coownership_number_of_lots,coownership_is_syndic_procedure,contact_is_private_seller,contact_email,description,district,dpe,estate_type,electricity_consumption,estate_type_id,features,ges,gas_emissions,highlighting_level,insee_code,is_furnished,is_exclusive,is_redirected,is_expired,latitude,longitude,monthly_price,main_picture,nature,postal_code,position,picture_count,price,price_per_meter,photos,price_decrease_percent,publication_id,pricing_price_note,ref,rooms,short_description,transaction_type,title,tags,url,video_url,virtual_visit_url,collected_at,input_url
"5144978","result","230","215214955","521083","https://www.seloger.com/professionnels/agences-immobilieres/lille-59800/agence-343472/","Seize Immobilier",,"03 20 33 20 20","t","http://www.seize-immobilier.com/","Lille","46.357142857142854","0","1",,,,"f","t",,"Saint Maurice-Pellevoisin",,"Appartement",,"1",,,,"1",,"f","f",,"f",,,"0",,"1","59000",,"4","649","14","https://v.seloger.com/s/crop/341x256/visuels/1/r/i/8/1ri8tr5s0a5o7y3aerlgdxarcr05z4v19aiq6w8sg.jpg, https://v.seloger.com/s/crop/341x256/visuels/0/p/r/3/0pr30q21li3w09c5nllvfe3prdq0v0wcq60cl9aio.jpg, https://v.seloger.com/s/crop/341x256/visuels/0/d/2/c/0d2csd5wkm5d9yf50zdelvm5zfvmfy9hd61eh2idc.jpg, https://v.seloger.com/s/crop/341x256/visuels/1/7/d/r/17drggqwscmxc67l2s3pqlhtywzmhfph9phunpaww.jpg",,"30521083","cc",,"2","Location Appartement - Appartement de type 2 comprenant: une entrée, un séjour, une cuisine équipée, une chambre, une salle de douche, wc séparés. Chauffage électrique individuel. Deus places de parking. Disponible.","1",,"2 pièces, 1 chambre, 45 m², Étage 1/–","https://www.seloger.com/annonces/locations/appartement/lille-59/saint-maurice-pellevoisin/215214955.htm",,,"2024-02-09 07:49:31.658139","https://www.seloger.com/list.htm?projects=1&types=2,1&places=%5B%7B%22inseeCodes%22:%5B590350%5D%7D%5D&price=NaN/1200&surface=30/NaN&rooms=3,2,4&mandatorycommodities=0&enterprise=0&qsVersion=1.0&m=homepage_advanced_search-redirection-search_results"
"3063","result","231","161016275","235420","https://www.seloger.com/professionnels/agences-immobilieres/paris-18eme-arrondissement-75018/agence-71211/","un particulier",,"06 14 49 41 04","t",,"Lille","70","1","1",,,"f","t","t","Très belle appartement au 6 étages avec ascenseur Très standing Tout confort A 2 pas des 2 gares Lille Flandre et Lille Europe En face du lycée carnot 5 minutes du centre.","Centre",,"Appartement",,"1","Balcon, Ascenseur, Chauffage : non communiqué",,,"1",,"f","f",,"f","50.639502","3.068225","0","https://v.seloger.com/s/crop/414x414/visuels/1/p/b/r/1pbru09fgwxezr5u0zrxq2sh293wxxhwj2tcnkfug.jpg","1","59000","10","7","980","14","https://v.seloger.com/s/crop/341x256/visuels/1/p/b/r/1pbru09fgwxezr5u0zrxq2sh293wxxhwj2tcnkfug.jpg, https://v.seloger.com/s/crop/341x256/visuels/1/4/q/k/14qkvb05oiuguklq5vutaqkdrlrpcfymw2o58m62g.jpg, https://v.seloger.com/s/crop/341x256/visuels/2/5/d/q/25dq3tslgzwnnym5yi7ymlhinvvse6a0vcp2dfg3c.jpg, https://v.seloger.com/s/crop/341x256/visuels/1/q/1/h/1q1hied7c8qplzntf0f6pjplosttohck73ap8nb5k.jpg, https://v.seloger.com/s/crop/341x256/visuels/0/0/e/o/00eo4u46thgolxw7ulmf77cqeuvh8krd799ymlw6w.jpg","14","1051452","cc","161016275","2","Location entre particuliers Appartement - Très belle appartement au 6 étages avec ascenseur Très standing Tout confort A 2 pas des 2 gares Lille Flandre et Lille Europe En face du lycée carnot 5 minutes du centre.","1","Location Appartement 2 pièces Lille - Appartement F2/T2/2 pièces 68 m² 980€/mois","2 pièces, 1 chambre, 68 m², Étage –/6, Balcon, Ascenseur","https://www.seloger.com/annonces/locations/appartement/lille-59/centre/161016275.htm",,,"2024-02-09 07:49:31.94374","https://www.seloger.com/list.htm?projects=1&types=2,1&places=%5B%7B%22inseeCodes%22:%5B590350%5D%7D%5D&price=NaN/1200&surface=30/NaN&rooms=3,2,4&mandatorycommodities=0&enterprise=0&qsVersion=1.0&m=homepage_advanced_search-redirection-search_results"
"5144979","result","232","214167659","508549","https://www.seloger.com/professionnels/agences-immobilieres/paris-8eme-arrondissement-75008/agence-284225/","NEXITY LOCATION","https://v.seloger.com/s/width/150/logos/0/5/8/n/058n2ndjg0fg9lu3arlpeehh7za9a1bc3wiq0r0pv.jpg","03 28 53 23 24","t",,"Lille","59.1875","0","1",,,,"f","t",,"Centre",,"Appartement",,"1",,,,"1",,"f","f",,"f",,,"0",,"1","59800",,"4","947","16","https://v.seloger.com/s/crop/341x256/visuels/1/b/0/4/1b04y7qmwdsnmqa83xqtx2qmsmrvd55uqkljz7ra0.jpg, https://v.seloger.com/s/crop/341x256/visuels/2/5/c/n/25cnibern7b9gzky5k4my4fsssnpqy2s9371bh7zf.jpg, https://v.seloger.com/s/crop/341x256/visuels/0/a/4/0/0a40tvzolxqrflhn8ga3v78nnxso675prmr2pcdrf.jpg, https://v.seloger.com/s/crop/341x256/visuels/1/b/x/f/1bxflr3u6bck69pp60jr6bjhgjz87g5zfx945aj88.jpg",,"30508549","cc",,"3","Location Appartement - AU COEUR DE LA VILLEappartement refait à neuf, traversant et lumineux implanté en hyper centre villeCuisine équipée séparée Une opportunité Nexitya visiter sans tarder,","1",,"3 pièces, 59 m², Ascenseur","https://www.seloger.com/annonces/locations/appartement/lille-59/centre/214167659.htm",,,"2024-02-09 07:49:32.20309","https://www.seloger.com/list.htm?projects=1&types=2,1&places=%5B%7B%22inseeCodes%22:%5B590350%5D%7D%5D&price=NaN/1200&surface=30/NaN&rooms=3,2,4&mandatorycommodities=0&enterprise=0&qsVersion=1.0&m=homepage_advanced_search-redirection-search_results"
"3302350","result","233","202918929","235420","https://www.seloger.com/professionnels/agences-immobilieres/paris-18eme-arrondissement-75018/agence-71211/","un particulier",,"07 67 04 94 95","t",,"Lille","40.476190476190474","0","1",,,"f","t","t",,"Mont a Camp-Marais",,"Appartement",,"1",,,,"1",,"t","f",,"f",,,"0",,"1","59160","17","3","850","21","https://v.seloger.com/s/crop/341x256/visuels/0/2/q/3/02q36yq2kb2sxeglqljwcq9q44ax3jmzjemgp4g8o.jpg, https://v.seloger.com/s/crop/341x256/visuels/0/b/5/9/0b596v3x6r7sdywgu4272v4ftccaqh4uo2lkn6x4o.jpg, https://v.seloger.com/s/crop/341x256/visuels/1/n/g/z/1ngzdlyzu0rg60gvuoq6c44yjtttu5tnjfrqg88c8.jpg",,"1051452","cc",,"2","Location entre particuliers Appartement - Bel appartement proche des commerces et du métro Canteleu situé dans une résidence très calme 3ème étage avec ascenseur location meublée (cuisine équipée)","1",,"2 pièces, 1 chambre, 41 m², Étage 3/–, Ascenseur","https://www.seloger.com/annonces/locations/appartement/lille-59/mont-a-camp-marais/202918929.htm",,,"2024-02-09 07:49:32.4481","https://www.seloger.com/list.htm?projects=1&types=2,1&places=%5B%7B%22inseeCodes%22:%5B590350%5D%7D%5D&price=NaN/1200&surface=30/NaN&rooms=3,2,4&mandatorycommodities=0&enterprise=0&qsVersion=1.0&m=homepage_advanced_search-redirection-search_results"
"5144980","result","234","215232363","501135","https://www.seloger.com/professionnels/agences-immobilieres/lille-59000/agence-260259/","Foncia Lille",,"03 59 82 32 00","t",,"Lille","57.46666666666667","0","1",,,,"f","t",,"Centre",,"Appartement",,"1",,,,"1",,"f","f",,"f",,,"0",,"1","59000",,"0","862","15","",,"1320084","cc",,"3","Location Appartement - dans une résidence neuve, beau type 3, bien agencé avec terrasse plein sud, loggia, parking en sous-sol, a visiter absolument !! séjour/cuisine ouverte équipée, 2 chambres, salle de bains, wc, parking Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : georisques. gouv. fr","1",,"3 pièces, 2 chambres, 59 m², Étage 5/–, Terrasse","https://www.seloger.com/annonces/locations/appartement/lille-59/centre/215232363.htm",,,"2024-02-09 07:49:32.722804","https://www.seloger.com/list.htm?projects=1&types=2,1&places=%5B%7B%22inseeCodes%22:%5B590350%5D%7D%5D&price=NaN/1200&surface=30/NaN&rooms=3,2,4&mandatorycommodities=0&enterprise=0&qsVersion=1.0&m=homepage_advanced_search-redirection-search_results"
"5144981","result","235","215232361","501135","https://www.seloger.com/professionnels/agences-immobilieres/lille-59000/agence-260259/","Foncia Lille",,"03 59 82 32 00","t",,"Lille","58.333333333333336","0","1",,,,"f","t",,"Caulier",,"Appartement",,"1",,,,"1",,"t","f",,"f",,,"0",,"1","59800",,"0","875","15","",,"1320084","cc",,"4","Location Appartement - A proximité du métro et de commerces, , appartement meuble type 4 comprenant une entrée, un séjour, une cuisine, deux chambres, une buanderie, une salle d?eau, wc et une cave. Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : georisques. gouv. fr","1",,"4 pièces, 2 chambres, 60 m², Étage 4/–, Ascenseur","https://www.seloger.com/annonces/locations/appartement/lille-59/caulier/215232361.htm",,,"2024-02-09 07:49:33.00235","https://www.seloger.com/list.htm?projects=1&types=2,1&places=%5B%7B%22inseeCodes%22:%5B590350%5D%7D%5D&price=NaN/1200&surface=30/NaN&rooms=3,2,4&mandatorycommodities=0&enterprise=0&qsVersion=1.0&m=homepage_advanced_search-redirection-search_results"
"5144982","result","236","215008287","508549","https://www.seloger.com/professionnels/agences-immobilieres/paris-8eme-arrondissement-75008/agence-284225/","NEXITY LOCATION","https://v.seloger.com/s/width/150/logos/0/5/8/n/058n2ndjg0fg9lu3arlpeehh7za9a1bc3wiq0r0pv.jpg","03 28 53 23 24","t",,"Lille","34.1578947368421","0","1",,,,"f","t",,"Centre",,"Appartement",,"1",,,,"1",,"f","f",,"f",,,"0",,"1","59800",,"5","649","19","https://v.seloger.com/s/crop/341x256/visuels/0/3/u/t/03ut8jzw40assbzro7oiuy20ucnpsu59mon8ta4k3.jpg, https://v.seloger.com/s/crop/341x256/visuels/0/c/9/k/0c9kekiplmaesixd2dp06r1z25swcmb6f48eo7nx4.jpg, https://v.seloger.com/s/crop/341x256/visuels/1/f/p/d/1fpdpcyog5b0xwj644ht982924ot29tpohzaicfkp.jpg, https://v.seloger.com/s/crop/341x256/visuels/1/u/a/h/1uah4gbxwe5r75pc3r9mgv04csnxv9vn9nxsw2zyr.jpg, https://v.seloger.com/s/crop/341x256/visuels/0/6/0/r/060rkt3y1kfdn7iddk8lcfq3x4eedufciknft6ndk.jpg",,"30508549","cc",,"2","Location Appartement - Hyper centre ville à quelques pas de la mairie de Lille Idéalement situé A visiter sans tarder","1",,"2 pièces, 35 m², Étage 3/1","https://www.seloger.com/annonces/locations/appartement/lille-59/centre/215008287.htm",,,"2024-02-09 07:49:33.357241","https://www.seloger.com/list.htm?projects=1&types=2,1&places=%5B%7B%22inseeCodes%22:%5B590350%5D%7D%5D&price=NaN/1200&surface=30/NaN&rooms=3,2,4&mandatorycommodities=0&enterprise=0&qsVersion=1.0&m=homepage_advanced_search-redirection-search_results"
"5144983","result","237","211021897","91342","https://www.seloger.com/professionnels/agences-immobilieres/lille-59000/agence-65059/","CENTURY 21 VIEUX LILLE","https://v.seloger.com/s/width/150/logos/0/i/8/z/0i8zyymlso7wd6k0ehd7vwv0iqpd3e91exzi85noe.jpg","03 28 04 80 40","t",,"Lille","75.4","0","1",,,,"f","t",,,,"Appartement",,"1",,,,"1",,"f","t",,"f",,,"0",,"1","59160",,"9","1131","15","https://v.seloger.com/s/crop/341x256/visuels/0/4/8/q/048qyn0iuixjyu3gpotd3x92pmfv6uaghkho9rzj4.jpg, https://v.seloger.com/s/crop/341x256/visuels/1/9/w/d/19wdtwpy9iinyhxo6v7b5rtsybym46gzkkqwq6duo.jpg, https://v.seloger.com/s/crop/341x256/visuels/2/5/s/a/25saoi6aas1kddcwrj436t5jp3hwgmzn5x6h6av1c.jpg, https://v.seloger.com/s/crop/341x256/visuels/0/l/p/p/0lpp1e18mdqlbkfqnqjyy65dt7yvswsakf8s0ruzk.jpg, https://v.seloger.com/s/crop/341x256/visuels/1/p/o/l/1polo7lxbrtiyob19tef9s012yq6msthae18hey74.jpg",,"30091342","cc",,"4","Location Appartement - Découvrez ce magnifique appartement de 76m², entièrement refait à neuf, situé au c½ur du quartier Mitterie à Lille. Niché au 2ème étage, ce bien lumineux vous offre un cadre de vie idéal avec ses 3 chambres spacieuses, une salle de bain moderne et une charmante terrasse pour vos moments de détente. Profitez d'un confort [...]","1",,"4 pièces, 3 chambres, 76 m², Étage 2/–, Terrasse, Parking","https://www.seloger.com/annonces/locations/appartement/lille-59/211021897.htm",,"https://player.previsite.net/mooveo/F5B3EB29-1546-F147-DA78-29258A87532C","2024-02-09 07:49:33.635709","https://www.seloger.com/list.htm?projects=1&types=2,1&places=%5B%7B%22inseeCodes%22:%5B590350%5D%7D%5D&price=NaN/1200&surface=30/NaN&rooms=3,2,4&mandatorycommodities=0&enterprise=0&qsVersion=1.0&m=homepage_advanced_search-redirection-search_results"
"5144984","result","238","213383073","292352","https://www.seloger.com/professionnels/notaires/lille-59000/agence-74105/","SELARL ESPACE JURIDIQUE NOTAIRES","https://v.seloger.com/s/width/150/logos/1/0/9/0/1090jj0zuun2jfg0edjjdzvinzze3xdm9rlyachvk.jpg","03 20 12 56 03","t","https://www.immonot.com/recherche-annonces-par-notaire/0000013055/selarl-espace-juridique-notaires.html","Lille","43.6875","0","1",,,,"f","t",,,,"Appartement",,"1",,,,"1",,"f","f",,"f",,,"0",,"1","59000",,"6","699","16","https://v.seloger.com/s/crop/341x256/visuels/1/5/z/o/15zobvtgqsm987rxot3l1sc89ju4w2z3vkgw8zsts.jpg, https://v.seloger.com/s/crop/341x256/visuels/1/o/a/0/1oa0dzbl2dbh2t5hjdfcnxhxr9d68s9rxe0t11ub4.jpg, https://v.seloger.com/s/crop/341x256/visuels/0/9/g/y/09gyc6bq92kf59dkffhs73scqr7vvnihu5vs44qkk.jpg, https://v.seloger.com/s/crop/341x256/visuels/0/k/3/o/0k3o99u11jwd7po1iz6npsqbq6cu98u5lk3miu2ro.jpg, https://v.seloger.com/s/crop/341x256/visuels/0/n/i/3/0ni36ni93q0qvxymhryk8e10dztmyntuoq6hewxhg.jpg",,"30292352","cc",,"2","Location Appartement - LILLE Vieux Lille - F2 - 74 rue de Gand - 45 m² au 1er étage sans asc.Séjour orienté ouest/nord-ouest - chambre - SDB (baignoire) - WC indépendantsCuisine équipée (hotte/ four/ plaque de cuisson). Terrasse 20 m².Chauffage ind. élect. - Production eau chaude ind. LOYER 679 €CHARGES 20 € DEPOT DE GARANTIE 679 €FRAIS DE [...]","1",,"2 pièces, 1 chambre, 45 m², Étage 1/–, Terrasse","https://www.seloger.com/annonces/locations/appartement/lille-59/213383073.htm",,"http://tour.previsite.com/p/NCIS/21264755","2024-02-09 07:49:33.891183","https://www.seloger.com/list.htm?projects=1&types=2,1&places=%5B%7B%22inseeCodes%22:%5B590350%5D%7D%5D&price=NaN/1200&surface=30/NaN&rooms=3,2,4&mandatorycommodities=0&enterprise=0&qsVersion=1.0&m=homepage_advanced_search-redirection-search_results"
"5144985","result","239","213375625","104705","https://www.seloger.com/professionnels/agences-immobilieres/lille-59800/agence-13223/","FOCH NOTAIRES LILLE",,"03 20 57 84 14","t",,"Lille","43.06666666666667","0","1",,,,"f","t",,,,"Appartement",,"1",,,,"1",,"f","f",,"f",,,"0",,"1","59000",,"6","646","15","https://v.seloger.com/s/crop/341x256/visuels/0/z/q/4/0zq479ze0hmepto26yl1aut0k3lleu4wl19wdrf5s.jpg, https://v.seloger.com/s/crop/341x256/visuels/0/8/m/n/08mniyvq9i3k1c2w2o2vv1eercidvehgh5ram3yw8.jpg, https://v.seloger.com/s/crop/341x256/visuels/2/3/k/u/23kusf70hbhuezhi6osb5k7yrkrntsirhsth45bhk.jpg, https://v.seloger.com/s/crop/341x256/visuels/1/g/w/v/1gwvq8ystqv6nsjepzdcfca36p5q65oiketgaihds.jpg, https://v.seloger.com/s/crop/341x256/visuels/0/m/w/c/0mwcsg4ep7dqwms7zuzr9uoza6luu9b3i1g9qym4g.jpg",,"30104705","cc",,"2","Location Appartement - Immobilier.notaires® et l'office notarial DUSART et associés, SARL vous proposent : Appartement à louer - LILLE (59000) - - - - - - - - - - - Pour ce bien merci de nous joindre Au coeur de Lille, proche du Théatre Sébastopol et de la station de métro République dans un petit immeuble. T2 de 42,71m² traversant et situé au [...]","1",,"2 pièces, 1 chambre, 42 m², Étage 3/3","https://www.seloger.com/annonces/locations/appartement/lille-59/213375625.htm",,,"2024-02-09 07:49:34.13886","https://www.seloger.com/list.htm?projects=1&types=2,1&places=%5B%7B%22inseeCodes%22:%5B590350%5D%7D%5D&price=NaN/1200&surface=30/NaN&rooms=3,2,4&mandatorycommodities=0&enterprise=0&qsVersion=1.0&m=homepage_advanced_search-redirection-search_results"
"5144986","result","240","213322911","104705","https://www.seloger.com/professionnels/agences-immobilieres/lille-59800/agence-13223/","FOCH NOTAIRES LILLE",,"03 20 57 84 14","t",,"Lille","60.78947368421053","0","1",,,,"f","t",,,,"Appartement",,"1",,,,"1",,"f","f",,"f",,,"0",,"1","59000",,"10","1155","19","https://v.seloger.com/s/crop/341x256/visuels/0/5/d/4/05d4t1xy8owaj9wkwdfipbrn4l04if36lei06ewg2.jpg, https://v.seloger.com/s/crop/341x256/visuels/1/e/e/q/1eeqb3uw34p4nx4x0x5lu15gcny4x00v2ipu78w74.jpg, https://v.seloger.com/s/crop/341x256/visuels/0/5/3/j/053jx8yvhec7cgsobgxl3c1kjpr3zq9rcp3eqwo3k.jpg, https://v.seloger.com/s/crop/341x256/visuels/0/2/r/l/02rl0hrisczjb8ur09o3nnt1buihbuhllt6m0twfc.jpg, https://v.seloger.com/s/crop/341x256/visuels/1/q/o/y/1qoy4pm9b8vawa5oxjutbxl26c72nrmoykcvqxrvs.jpg",,"30104705","cc",,"3","Location Appartement - Immobilier.notaires® et l'office notarial DUSART et associés, SARL vous proposent : Appartement à louer - LILLE (59000) - - - - - - - - - - - Pour ce bien merci de nous joindre Au coeur de Lille, rue Saint-Jacques dans un immeuble Classé Monument Historique proche de la Grand Place et des rues piétonnes du Vieux [...]","1",,"3 pièces, 2 chambres, 59 m², Étage 2/2","https://www.seloger.com/annonces/locations/appartement/lille-59/213322911.htm",,,"2024-02-09 07:49:34.403002","https://www.seloger.com/list.htm?projects=1&types=2,1&places=%5B%7B%22inseeCodes%22:%5B590350%5D%7D%5D&price=NaN/1200&surface=30/NaN&rooms=3,2,4&mandatorycommodities=0&enterprise=0&qsVersion=1.0&m=homepage_advanced_search-redirection-search_results"
"4119629","result","241","208246309","120049","https://www.seloger.com/professionnels/agences-immobilieres/villeneuve-d-ascq-59650/agence-87330/","NOVA FONCIER","https://v.seloger.com/s/width/150/logos/1/l/c/4/1lc4lzrk97w8sejriuzvxn8fibfgcwb6o4pojmnnc.jpg","03 20 31 18 68","t","https://www.novafoncier.fr/","Lille","66.58333333333333","3","1",,,"f","f","t","Nova Foncier vous propose en exclusivité cet appartement meublé triplex de type 3 bis situé à Lille rue Ernest Mayer dans le quartier Fives. ** VISITE VIRTUELLE DISPONIBLE SUR NOTRE SITE NOVA FONCIER **  L'appartement offre au premier étage une cuisine ouverte et équipée (plan de travail, évier inox, réfrigérateur, plaques de cuisson vitrocéramiques, hotte aspirante, meubles de rangements hauts et bas), un séjour, une salle de douche (meuble vasque, miroir, sèche serviettes et toilettes). Au second, deux chambres ; la première de 18m² avec un dressing aménagé, la seconde de 11m². La troisième chambre moins de 9m². Chaque chambre dispose d'un lit et d'un bureau.  Loyer de 849 euros + 50 euros de provisions de charges (faisant l'objet d'une régularisation annuelle). Celles-ci comprennent l'eau froide et la taxe d'enlèvement des ordures ménagères. L'électricité reste à la charge directe du locataire. Disponible de suite, premier contact par message souhaité. Zone soumise à encadrement des loyers. Loyer de référence majoré (loyer de base à ne pas dépasser) 915.28 euros/mois. Loyer de base 849 euros/mois. Provision sur charges 50 euros/mois, régularisation annuelle. Dépôt de garantie 849 euros. Honoraires de 875 euros TTC à la charge du locataire comprenant 202 euros pour l'état des lieux. Classe énergie D, Classe climat B.. Montant moyen estimé des dépenses annuelles d'énergie pour un usage standard, établi à partir des prix de l'énergie de l'année 2017 : 1583.00 euros. Date de réalisation du DPE : 01-09-2018. Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques :",,"D","Appartement","217","1","Ascenseur : non communiqué, Salle de bain (baignoire), Séjour / salon, Placards / rangements, Chauffage individuel électrique","B","7","1",,"t","t",,"f",,,"0","https://v.seloger.com/s/crop/414x414/visuels/1/r/m/4/1rm4yxtb6h942d8agicqk21nil440fqh3i0hwaj9c.jpg","1","59800",,"7","799","12","https://v.seloger.com/s/crop/341x256/visuels/1/p/x/v/1pxvxf97ud4lb9rlsdevxgkuyzftgyqa0a7p16874.jpg, https://v.seloger.com/s/crop/341x256/visuels/1/w/c/1/1wc1wd7m98v7gthpanaww0jn2hkuszddqsc71phxc.jpg, https://v.seloger.com/s/crop/341x256/visuels/0/g/d/4/0gd47qmpnbb4je7avw9vi5mag7b93g4mji51590jk.jpg, https://v.seloger.com/s/crop/341x256/visuels/1/v/y/d/1vydor4lcrifybp7jk577ot78p6goitq567rqpvy8.jpg, https://v.seloger.com/s/crop/341x256/visuels/0/i/c/s/0icsm1y3jmc05m5vj44lec31qgxc217vwx5zjl6o0.jpg","13","30120049","cc","NF_421-2-COMPANY3504","4","Location Appartement - Nova Foncier vous propose en exclusivité cet appartement meublé triplex de type 3 bis situé à Lille rue Ernest Mayer dans le quartier Fives. ** VISITE VIRTUELLE DISPONIBLE SUR NOTRE SITE NOVA FONCIER **  L'appartement offre au premier étage une cuisine ouverte et équipée (plan de travail, évier inox, réfrigérateur, plaques [...]","1","Location Appartement 4 pièces Lille - Appartement F4/T4/4 pièces 67 m² 899€/mois","4 pièces, 3 chambres, 67 m², Étage 1/–","https://www.seloger.com/annonces/locations/appartement/lille-59/208246309.htm",,,"2024-02-09 07:49:34.653758","https://www.seloger.com/list.htm?projects=1&types=2,1&places=%5B%7B%22inseeCodes%22:%5B590350%5D%7D%5D&price=NaN/1200&surface=30/NaN&rooms=3,2,4&mandatorycommodities=0&enterprise=0&qsVersion=1.0&m=homepage_advanced_search-redirection-search_results"
"5144987","result","242","215121739","106319","https://www.seloger.com/professionnels/agences-immobilieres/lille-59000/agence-63810/","PROMOVENTE CABINET LORIEUX",,"03 20 31 08 76","t",,"Lille","43.89473684210526","0","1",,,,"f","t",,,,"Appartement",,"1",,,,"1",,"f","f",,"f",,,"0",,"1","59000",,"5","834","19","https://v.seloger.com/s/crop/341x256/visuels/1/c/j/g/1cjgk68xik8f0izag9p1n85el5fwpohzf61ua1bi8.jpg, https://v.seloger.com/s/crop/341x256/visuels/1/b/j/q/1bjqeqntorr5zttzkkntiuejby87orr3ub8wpg7eo.jpg, https://v.seloger.com/s/crop/341x256/visuels/2/1/5/r/215rz7b6gs75xdw7l55fy8bltluaugsdqvon9r79c.jpg, https://v.seloger.com/s/crop/341x256/visuels/1/b/q/r/1bqr1nhm8ksu4u4ec53ph5od78tdum1n7vmqwl7r4.jpg, https://v.seloger.com/s/crop/341x256/visuels/1/g/9/o/1g9oxm4jfh0gux30fjrdxybbdcy5x7sdh25uqditc.jpg",,"30106319","cc",,"2","Location Appartement - Lumineux T2 de 45m² offrant une entrée avec placard, un séjour avec un coin cuisine américaine équipée, une chambre avec placard, une salle de bains + un parking s/sol. Résidence de standing. Surface habitable : 45,00 Colocation : Non Location meublée : Non Charges : 110,00 e Dépôt de garantie : 724,00 e Honoraires [...]","1",,"2 pièces, 1 chambre, 45 m², Étage 2/–","https://www.seloger.com/annonces/locations/appartement/lille-59/215121739.htm",,,"2024-02-09 07:49:34.987831","https://www.seloger.com/list.htm?projects=1&types=2,1&places=%5B%7B%22inseeCodes%22:%5B590350%5D%7D%5D&price=NaN/1200&surface=30/NaN&rooms=3,2,4&mandatorycommodities=0&enterprise=0&qsVersion=1.0&m=homepage_advanced_search-redirection-search_results"
"5144988","result","243","214162033","106323","https://www.seloger.com/professionnels/agences-immobilieres/lille-59000/agence-2477/","PROMOVENTE CABINET LORIEUX",,"03 20 15 15 00","t",,"Lille","64.07692307692308","0","1",,,,"f","t",,,,"Appartement",,"1",,,,"1",,"f","f",,"f",,,"0",,"1","59000",,"5","833","13","https://v.seloger.com/s/crop/341x256/visuels/0/5/m/g/05mgcw2tqkglje2l05r55ypk5d6u30a3ebvlizvy8.jpg, https://v.seloger.com/s/crop/341x256/visuels/2/9/s/w/29swsnyhnhbn7y9fexxfx0j5yd30a82pjg6vd520w.jpg, https://v.seloger.com/s/crop/341x256/visuels/0/b/h/z/0bhzbe8y2c9pvkj0hzmo9jnle6adl1eb7hbojkps0.jpg, https://v.seloger.com/s/crop/341x256/visuels/1/g/8/c/1g8cmynqt3rq8j3ciedxiokjzajgix8y87dvi1s3k.jpg, https://v.seloger.com/s/crop/341x256/visuels/2/6/4/q/264qw10evaavpit5p8ee4kmy995qbqjlu22osvgqo.jpg",,"30106323","cc",,"3","Location Appartement - Ds secteur/quartier du Vieux Lille (rue Voltaire) appt parqueté style maisonnette F3 en duplex de 63 m², ensoleillé et très clair comprenant:hall,séjour,cuisine US équipée,WC. A l'étage : 2 chambres, sdb, cave, parking extérieur protégé. Surface habitable : 63,00 Colocation : Non Location meublée : Non Charges : 70,00 [...]","1",,"3 pièces, 2 chambres, 63 m², Étage 0/–","https://www.seloger.com/annonces/locations/appartement/lille-59/214162033.htm",,,"2024-02-09 07:49:35.233846","https://www.seloger.com/list.htm?projects=1&types=2,1&places=%5B%7B%22inseeCodes%22:%5B590350%5D%7D%5D&price=NaN/1200&surface=30/NaN&rooms=3,2,4&mandatorycommodities=0&enterprise=0&qsVersion=1.0&m=homepage_advanced_search-redirection-search_results"
"5144989","result","244","213021887","496110","https://www.seloger.com/professionnels/notaires/lille-59800/agence-247668/","LW NOTAIRES",,"06 75 34 36 30","t",,"Lille","54.5","0","1",,,,"f","t",,,,"Appartement",,"1",,,,"1",,"t","f",,"f",,,"0",,"1","59000",,"10","981","18","https://v.seloger.com/s/crop/341x256/visuels/0/7/o/i/07oi6pnh84na9z1nii9yy447mhigofeflm5b25gyo.jpg, https://v.seloger.com/s/crop/341x256/visuels/2/7/8/w/278w3nvil67b2o8vesmj76eqgfeqhmrukemfqcw0w.jpg, https://v.seloger.com/s/crop/341x256/visuels/0/c/q/v/0cqv7eyxt3mex4noijtzv10qo5jb3o2oy742nimu8.jpg, https://v.seloger.com/s/crop/341x256/visuels/0/1/y/v/01yv76h6jkfe9qfqnr478lb3pzgksd6v9u1pzwwf4.jpg, https://v.seloger.com/s/crop/341x256/visuels/1/b/k/9/1bk9mz8mfkwd8h0cqyu6nkkm4e9mp8wwcbhziah40.jpg",,"30496110","cc",,"3","Location Appartement - Immobilier.notaires® et l'office notarial LW NOTAIRES vous proposent : Appartement à louer - LILLE (59000) - - - - - - - - - - - LILLE-CENTRE RUE THIERS 896 Euros + 85 euros de charges ( eau , entretien des parties communes et taxe d'enlèvement de ordures ménagères) Dans un immeuble ancien, un appartement de type T3 MEUBLE [...]","1",,"3 pièces, 2 chambres, 56 m², Étage 4/–","https://www.seloger.com/annonces/locations/appartement/lille-59/213021887.htm",,,"2024-02-09 07:49:35.510928","https://www.seloger.com/list.htm?projects=1&types=2,1&places=%5B%7B%22inseeCodes%22:%5B590350%5D%7D%5D&price=NaN/1200&surface=30/NaN&rooms=3,2,4&mandatorycommodities=0&enterprise=0&qsVersion=1.0&m=homepage_advanced_search-redirection-search_results"
